Function,Calls,Total Time,Per Call,Cumulative Time,Per Call (Cumulative)
c:\Users\birik\anaconda3\Lib\contextlib.py:132(__enter__),2,2,2.1000000000000002e-06,1.0500000000000001e-06,7.6e-06,3.8e-06
c:\Users\birik\anaconda3\Lib\contextlib.py:104(__init__),2,2,7.8e-06,3.9e-06,8.3e-06,4.15e-06
c:\Users\birik\anaconda3\Lib\contextlib.py:287(helper),2,2,4.4e-06,2.2e-06,1.27e-05,6.35e-06
c:\Users\birik\anaconda3\Lib\contextlib.py:141(__exit__),2,2,3.9e-06,1.95e-06,6.1e-06,3.05e-06
c:\Users\birik\anaconda3\Lib\typing.py:2256(cast),4,4,5.000000000000001e-07,1.2500000000000002e-07,5.000000000000001e-07,1.2500000000000002e-07
c:\Users\birik\anaconda3\Lib\site-packages\traitlets\traitlets.py:629(get),2,2,3.6000000000000003e-06,1.8000000000000001e-06,3.9e-06,1.95e-06
c:\Users\birik\anaconda3\Lib\site-packages\IPython\core\interactiveshell.py:3541(run_code),2,2,1.1900000000000001e-05,5.950000000000001e-06,1.1521455,0.57607275
c:\Users\birik\anaconda3\Lib\site-packages\traitlets\traitlets.py:676(__get__),2,2,8.200000000000001e-06,4.1000000000000006e-06,1.23e-05,6.15e-06
c:\Users\birik\anaconda3\Lib\site-packages\IPython\core\compilerop.py:180(extra_flags),4,4,4.3e-06,1.075e-06,4.3e-06,1.075e-06
c:\Users\birik\anaconda3\Lib\codeop.py:117(__call__),2,2,7.5e-06,3.75e-06,6.37e-05,3.185e-05
c:\Users\birik\anaconda3\Lib\site-packages\IPython\core\interactiveshell.py:3493(compare),2,2,2.9e-06,1.45e-06,2.9e-06,1.45e-06
c:\Users\birik\anaconda3\Lib\site-packages\IPython\core\interactiveshell.py:1277(user_global_ns),2,2,1.3e-06,6.5e-07,1.3e-06,6.5e-07
c:\Users\birik\github\SOGA\src\libSOGA.py:53(SOGA),227,227,0.025740700000000002,0.00011339515418502203,1.1486936,0.00506032422907489
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:197(enterMonom),88,88,0.0017222000000000001,1.9570454545454547e-05,0.0037300000000000002,4.238636363636364e-05
c:\Users\birik\github\SOGA\src\producecfg.py:48(set_dist),182,182,0.0023303,1.2803846153846154e-05,0.0023303,1.2803846153846154e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\Token.py:36(__init__),1574,1574,0.0009753,6.196315120711563e-07,0.0009753,6.196315120711563e-07
c:\Users\birik\github\SOGA\src\libSOGA.py:26(start_SOGA),1,1,0.0023943000000000002,0.0023943000000000002,1.1516915,1.1516915
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\tree\Tree.py:143(walk),150,2827,0.004700500000000001,1.6627166607711357e-06,0.051272700000000004,0.000341818
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\Lexer.py:46(__init__),150,150,0.0008891000000000001,5.927333333333334e-06,0.0011393,7.595333333333333e-06
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:376(select_indices),476,476,0.025627900000000002,5.3840126050420176e-05,0.0398234,8.366260504201681e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\atn\LexerATNSimulator.py:94(match),1424,1424,0.0028203,1.980547752808989e-06,0.0393809,2.7655126404494384e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\atn\LexerATNSimulator.py:478(addDFAEdge),150,150,0.00010010000000000001,6.673333333333334e-07,0.00010010000000000001,6.673333333333334e-07
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\BufferedTokenStream.py:83(consume),2654,2654,0.0035193000000000004,1.3260361718161267e-06,0.058771500000000004,2.214449886963075e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\error\ErrorStrategy.py:204(sync),1447,1447,0.004504,3.1126468555632344e-06,0.012312400000000001,8.508914996544575e-06
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\BufferedTokenStream.py:205(nextTokenOnChannel),3817,3817,0.0029169,7.64186533927168e-07,0.005008,1.3120251506418653e-06
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\Parser.py:60(__init__),150,150,0.0008737,5.824666666666667e-06,0.0023244000000000003,1.5496000000000002e-05
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:139(negate),44,44,0.0001055,2.397727272727273e-06,0.00016690000000000002,3.7931818181818184e-06
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\Parser.py:91(reset),150,150,0.00039600000000000003,2.64e-06,0.0007123,4.7486666666666665e-06
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\Lexer.py:114(nextToken),1574,1574,0.005849,3.716010165184244e-06,0.0568188,3.609834815756036e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\atn\ParserATNSimulator.py:294(adaptivePredict),1013,1013,0.0033408,3.297926949654492e-06,0.052014700000000004,5.13471865745311e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\atn\ParserATNSimulator.py:386(execATN),1013,1013,0.0030340000000000002,2.995064165844028e-06,0.045805500000000006,4.521767028627839e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\atn\LexerATNSimulator.py:259(getReachableConfigSet),150,150,0.0007018,4.678666666666667e-06,0.0015192,1.0128e-05
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:455(compute_mom1),160,160,0.009729400000000001,6.080875e-05,0.037463300000000005,0.00023414562500000003
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:479(compute_moments),476,476,0.0127112,2.670420168067227e-05,0.36484360000000005,0.0007664781512605042
c:\Users\birik\github\SOGA\src\libSOGAshared.py:180(__init__),316,316,0.013271600000000001,4.19987341772152e-05,0.1391182,0.0004402474683544304
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:179(enterIneq),88,88,0.0007277000000000001,8.269318181818183e-06,0.0045964000000000005,5.223181818181819e-05
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:438(compute_lower_mom),160,160,0.0157645,9.8528125e-05,0.022713800000000003,0.00014196125000000002
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:465(compute_mom2),160,160,0.0238918,0.00014932375000000002,0.0652863,0.00040803937500000003
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:248(truncate),88,88,0.017744000000000003,0.00020163636363636366,0.8357052,0.00949665
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\Parser.py:345(consume),1424,1424,0.002872,2.0168539325842696e-06,0.0323718,2.2733005617977526e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\atn\LexerATNSimulator.py:137(execATN),1424,1424,0.009685500000000001,6.801615168539326e-06,0.035671800000000004,2.505042134831461e-05
c:\Users\birik\github\SOGA\src\libSOGAtruncate.py:12(ineq_func),476,476,0.058463100000000004,0.00012282163865546218,0.7270967,0.0015275140756302523
c:\Users\birik\github\SOGA\src\libSOGAshared.py:204(var),316,316,0.017528500000000002,5.5469936708860766e-05,0.0276577,8.75243670886076e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\InputStream.py:42(consume),3420,3420,0.0010847,3.171637426900585e-07,0.0010847,3.171637426900585e-07
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\InputStream.py:22(_loadString),150,150,0.0004103,2.7353333333333333e-06,0.0014871,9.914e-06
c:\Users\birik\github\SOGA\src\producecfg.py:51(set_p),181,181,7.59e-05,4.1933701657458567e-07,7.59e-05,4.1933701657458567e-07
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\InputStream.py:17(__init__),150,150,0.0002752,1.8346666666666668e-06,0.0017623,1.1748666666666666e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\RuleContext.py:80(getText),501,502,0.0025154,5.010756972111554e-06,0.0064758,1.2925748502994012e-05
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\Recognizer.py:36(checkVersion),300,300,0.0005215,1.7383333333333336e-06,0.0021416,7.1386666666666665e-06
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\ParserRuleContext.py:114(getChild),1997,1997,0.0022687000000000002,1.1360540811216826e-06,0.0033751000000000002,1.6900851276915375e-06
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\CommonTokenStream.py:47(LB),1403,1403,0.0013219,9.421952957947255e-07,0.0017629000000000002,1.256521739130435e-06
c:\Users\birik\anaconda3\Lib\site-packages\antlr4\CommonTokenFactory.py:46(create),1574,1574,0.0019744000000000003,1.2543837357052098e-06,0.006512,4.13722998729352e-06
